Imagen,CH17 Control,CH18 ARDSnet,CH19 OLA,CH20 ARDSnet,CH21 Control,CH22 ARDSnet,CH23 OLA,CH24 Control,CH25 OLA,CH26 ARDSnet,CH28 Control,CH30 OLA
CH30-PM-1.tif,,,,,,,,,,,,91.2544
CH30-PM-10.tif,,,,,,,,,,,,90.2252
CH30-PM-2.tif,,,,,,,,,,,,89.9478
CH30-PM-3.tif,,,,,,,,,,,,93.0998
CH30-PM-4.tif,,,,,,,,,,,,92.3571
CH30-PM-5.tif,,,,,,,,,,,,94.1123
CH30-PM-6.tif,,,,,,,,,,,,90.3727
CH30-PM-7.tif,,,,,,,,,,,,89.2388
CH30-PM-8.tif,,,,,,,,,,,,92.5763
CH30-PM-9.tif,,,,,,,,,,,,88.5538
CH30-PP-1.tif,,,,,,,,,,,,96.9021
CH30-PP-10.tif,,,,,,,,,,,,95.5728
CH30-PP-2.tif,,,,,,,,,,,,96.3438
CH30-PP-3.tif,,,,,,,,,,,,96.8471
CH30-PP-4.tif,,,,,,,,,,,,97.6908
CH30-PP-5.tif,,,,,,,,,,,,96.634
CH30-PP-6.tif,,,,,,,,,,,,96.7519
CH30-PP-7.tif,,,,,,,,,,,,95.8307
CH30-PP-8.tif,,,,,,,,,,,,95.9791
CH30-PP-9.tif,,,,,,,,,,,,96.5064
